text,label
"Poor old Robert Taylor. Other than THE FEDS, nothing much has gone his way - this almost-shocker is a wasteful ninety minutes and not much more. It's one of those cheesy detective-crime flicks with the narrative of the lead character the whole way through - usually that's reserved for comedies these days but this film takes itself way too seriously! A pity; Australian films, particularly in the 2000-01 periods, have been of exceptional quality overall - but I suppose there have got to be a few misses. Why even make a film like this, that obviously isn't going to be any good?",0
"""I remember waiting to be born..."" <br /><br />""Vision quest that was the American West."" <br /><br />""We went to a psychic..."" <br /><br />""I'm sure their first reaction is that she's cuckoo"" <br /><br />""...the place is haunted..."" <br /><br />""I think there's another dimension right here."" <br /><br />An artist (Marta Becket) and her husband many decades ago left the hustle and bustle and culture of New York and moved to a god-forsaken town with a population of 10 in Death Valley. There, they renovated a theater--painting it is a very home-spun/folk art manner. And, once finished, she bega putting on dancing performances for practically no one. In many ways, it's highly reminiscent of the Werner Herzog film FITZCARRALDO or FIELD OF DREAMS--though AMARGOSA is a documentary of a real person--not a mythical crazy man like Klaus Kinski or Kevin Costner. Her husband eventually leaves--much of it apparently because of the lifestyle she chose. So, today she lives on with her ten cats and a sanctuary for burros eventually along with her new male companion, Tom.<br /><br />What you think about this documentary depends on your perspectives. If you are into New Age ideas and open to these sensibilities, then you'll more likely appreciate the film. Her talking about how she remembers her birth, ghosts, vision quests and psychics frankly made the psychology teacher in me cringe and this would definitely be the case for many people. In addition, her burro sanctuary and trying to preserve horses in the desert will most likely appeal to PETA and many other animal lovers, though with my background in environmental concerns and biology, I see the burros and horses as a blight that would destroy the native plants and animals. So on two different accounts, I tend to think quite the opposite of Marta--who is more of a ""feeler"" and ""sensing"" individual. Depending on how you feel about all this will definitely color your opinions--and I am pretty sure most people will either think she's a genius or a nut! You'll just have to guess what I think.<br /><br />Now despite all this, the film is interesting and Marta's life is definitely NOT dull--particularly since in recent years, people have actually begun taking trips to the desert to see her perform. There is a definite following for her and her unusual little world. While I would not be nearly as positive as most reviews, I also can't be as negative as the one review, as there is definite merit to this odd documentary. I like films about unusual people and Marta certainly is unusual! I also appreciate her love of her art and happy life--that is a rare gift. <br /><br />I teach psychology at an arts school and it sure would be interesting to show this to the staff--where I am pretty sure we'd get a strong positive and negative reaction to the film--probably depending on whether the teachers taught the arts classes or core curriculum! It sure would be interesting.<br /><br />By the way, and I am not trying to be sarcastic, but when Marta's husband was having affairs, with whom did this occur?! After all, they lived in the middle of no where and I was left wondering where he'd find partners.<br /><br />By the way, if you'd like to see her perform and/or stay at her hotel, it can be found at www.amargosaoperahouse.com/ . The site is in English, French and German and hotel rates are pretty reasonable as are ticket prices.",0
"Watching ALIEN EXPRESS inspired feelings of awe, shock, pity and, yes, sheer terror. To think that actors who have done good work in the past should come to something like this. The horror, the horror.<br /><br />Tell me if any of this sounds familiar.<br /><br />A train especially built for a political campaign is on it's way to Las Vegas for a big rally for the candidate, a Senator from Texas (Barry Corbin, the only actor with roles both ALIEN EXPRESS and NO COUNTRY FOR OLD MEN in the same decade). At a railroad crossing in Utah a meteor incinerates a car waiting for the train to pass.<br /><br />The train stops. Local law enforcement is summoned. Oh, can it be? The Senator has a lovely young lady (Amy Locane from CRY-BABY and MELROSE PLACE) who just happened to have once been married to one of the officers answering the 911 call. Lou Diamond Phillips (STAND AND DELIVER, LA BAMBA) is the ex-husband.<br /><br />Meanwhile eeeeevil aliens have managed to stow away on the train.<br /><br />The train leaves. Lou gets his buddy to pilot a helicopter so that Lou can drop onto the moving train (about 70 miles per hour) so that he can save the day. As the buddy's reward, he crashes the helicopter into the mountain.<br /><br />Which is another example of how poorly written ALIEN EXPRESS is. The cop hero's sidekick must die, we all know that. But he's supposed to die near the end of the third act, usually while saving several lives.<br /><br />Once on the train, Lou manages to lose his shirt so that he can channel Bruce Willis in DIE HARD by wearing a wife beater t-shirt. Yeah, Lou is 46 years old but he hits the gym. The part he's playing isn't worth bothering with, but he's in good shape.<br /><br />The Senator is going to have an afternoon delight with Miss Utah, but aliens intercede and both he and the woman young enough to be his granddaughter pay the ultimate price.<br /><br />Soon we have bomb threats, multiplying aliens, and of course the train goes out of control and speeds toward its date with destiny while Lou and Todd Bridges (DIFF'RENT STROKES) try to save as many lives as they can.<br /><br />There is exactly one surprise in the entire movie. Early in the story a couple lift wine glasses to their thirty-fifth anniversary, with hopes for thirty-five more years together. The dude gets banged up, but he and the Mrs. both live. Maybe the writers just lost track of them.<br /><br />This is the kind of movie that you'd love to be a fly on the wall. These actors who have done better work (and, really, deserve much better than this) are probably just happy for the work. Did they actually think they were working on something worthwhile, or did they cry (and/or drink) themselves to sleep at night? At the end of the story the (fairly numerous, all things considered) survivors gather in the last car of the train, which is unhooked. The other cars go over a cliff but the one containing the protagonists stops just inches short of the cliff.<br /><br />Lou and his ex are reunited. Happiness reigns. I'd have thought that the first thing they'd do was get off the train so they'd have solid ground under their feet, but I digress.<br /><br />Someone looks out the window and sees a shooting star. Look, make a wish. Then another. Then more and more. The Earth is being bombarded with meteors that will crack open and creepy crawly hand puppets with big teeth will be everywhere.<br /><br />It's gotten to a point that seeing the words ""The Sci-Fi Channel Presents"" on an ""original"" movie tells us that we'll be glad we have Ti-Vo so that we can fast forward through the next two hours. Or, better yet, just go ahead and erase it two minutes into the story and spend that time more wisely.",0
"Bill Rebane's ""The Capture of Bigfoot"" is one of the most awful horror movies ever made.A greedy sawmill owner Harvey Olsen(Richard Kennedy)decides that he wants Bigfoot captured at all costs.However local game ranger Dave Garrett(Stafford Morgan)learns that the Bigfoot used to live in peace upset by a geological expedition,and sets out to protect the creature.There is nothing even remotely interesting in this piece of crap.The film is extremely dull and filled with horrible songs and cheap special effects.No gore,no suspense-just gigantic boredom.Avoid this horrible junk like the plague.",0
"A few of my fellow writers have covered this movie's plot elements so I will stick to some of the cuff remarks...<br /><br />1. This is entertaining - but not for the reasons you'd think. It's cheesy but somehow still watchable.<br /><br />2. Tamra, Daniel's love interest has to be about thirty. The Christian girl that Dan ignores is way cuter.<br /><br />3. Muriel stole his shirt from Mr. Spock. Also, if my guardian angel looks like Muriel I'm going to have to apply for a transfer.<br /><br />4. Okay... so apparently... Dan is responsible for his parents' divorce! What kind of horrible guilt trip is that?! Muriel says that it was Dan's prayers that kept his parents together. I just thought that was absolutely ridiculous. Listen, I can pray for my parents as much as I want but the only way they'll stay together is if they decide they're going to do it.<br /><br />5. I'll echo the atheist's comments on how this movie portrays non-Christians. Apparently they're all slovenly bullies.<br /><br />6. For something positive - David White is a decent actor. He gives the movie a little bit of credibility, even if he is the only one. He pretty much holds this film together on his own.",0
"Many of us who went through high school probably made it through alright without having to take a Physics course - I know I didn't. But after watching this program, I surely wish I had.<br /><br />This documentary is a guide to the 'Holy Grail of Physics' - the quest to unify all the fundamental forces of the universe into one 'master equation' that eluded Einstein during the last years of his life. Brian Green, a professor at Columbia University, introduces us to this mind blowing theory in a wonderfully simple way and leaves us with an even greater appreciation for the universe we live in.<br /><br />We start with the tantalizing possibility of a 'master equation' that could unite and explain everything... *everything!* in this universe, including the four fundamental forces that we know that exist: electromagnetism, the strong nuclear force, the weak nuclear force, and gravity. Green takes us on a tour of how our understanding of the universe came into view with the work of Newton, then Einstein, and then later on to the revolution of the physics at the quantum level.<br /><br />But it is at this point that we run into a problem that has plagued physicists for years, and one that no one has been able to solve just yet. How can we unify all these forces that we know together? We find, as Green constantly points out throughout the problem - that the answer to this perplexing problem could be in the theory of strings. However, if we are to describe the universe in terms of string theory, there is a very big price to pay.<br /><br />It turns out that out of the mind numbing mathematical equations of string theory, that, as a consequence, we find that we could possibly be living in a universe filled with, not just 3 dimensions that you and I see every day plus 1 (for time), but rather, that we may actually live in a universe of *11* dimensions. But the math that arises out of that theory doesn't stop there - the possibility exists that there may actually be parallel universes; some of them right next to you and me! Could we possibly take such a theory that leads to such consequences seriously? As Green points out; we have yet to fully find out, but we do know that the math that has arisen from these equations are already showing us that the universe still has much to show us.<br /><br />For those of you who fear that you won't be able to understand the concepts in this program - fear not. Professor Green does a wonderful job of doing away with the math and harder concepts of physics and instead focuses more on the *concept* - which, when you take away all the math from it, transforms from a monstrous beast into an incredibly simple and, as Green constantly points out, 'elegant' concept. Viewers of this program need no prior background in science; the concepts are so simple even a child could understand them.<br /><br />When you finish this program, you will truly come to understand what a wonderful and mysterious universe it is that we live in.",1
"There was some good build up of suspense throughout. The cinematography was surprisingly good considering such minimal budget. We witness occasional spells of good acting, however, this is quickly deflated by some quite cheesy lines. Understandably there would not be much of an intellectual conversation to be had, sitting up on trees while a crocodile is stalking you. Silence would have been golden here. There could have been a bigger play on suspense than dimly uttering, ""I sat in the cupboard for fear of my brother..."" Something tells me there's a slight difference in getting a beating from your brother than being eaten by a mighty 15ft croc. You decide. Throughout the film I can't seem to find a connection or for that matter, sympathy with the characters, perhaps thats because they don't develop one throughout the film, character that is. There are some occasional good scares when the crocodile sneaks up on the characters, overshadowed again by some questionable scenes. In one instance we should be terrified by an ear floating in the water but later we sit beside a decapitated, limbless corpse and only worry about a broken finger. A definite roller coaster of a film when it comes to logic.",0
"<br /><br />After the wit and liveliness of Highway 61 and Roadkill I expected this movie to shine, but it was as bloated and self-deluded as the hard-rock stars it parodied. The pace dragged, not helped by an over-long hallucination sequence, the characters were flat and unmemorable, and Art Bergmann is no Jello Biafra. I had to poke myself to stay awake.",0
"before seeing this film, the 1998 version was my only experience of this dickens story. i didn't enjoy that film very much, but this 1974 adaptation moves on in a particulary tiresome fashion.<br /><br />the actors don't shine, the main couple michael york and sarah miles are especially wooden cases. the only character of real interest for me was anthony quayle's intelligent jaggers.<br /><br />the so called plot is ridiculous, but the story itself is a great one. it's a real lesson on how your distorted values and obsessive principles can destroy you. live with an open mind and don't care what other people say, you are what you are, if others can't take it, **** 'em. pip was told this early on, but he didn't listen.<br /><br />the girl adopted by the weird old lady reminded me a little of the old kaspar hauser story, not in that same horrible level, but in the way she molded the child to create the executor of her personal vendetta against the entire opposite sex she thought had deceived her. pip's childhood didn't appear much better. the ending didn't seem to fit the rest of the story's style. the sets looked cheap, and coming to imdb i'm not surprised to see that this was indeed a tv-movie (which i had no idea of when i borrowed it from the library).<br /><br />live and learn. so many good movies, so little time. that's why the reviews are here. so YOU wouldn't have to waste your time on this sort of movies.<br /><br />3/10",0
"I watched this film early 70's.It is the best film I have ever watched And I will never forget it as long as I live. I hate wars. I hate wars. I hate wars. I wonder why we humans still let wars happen. Do you? Do you know why all these wars go on and on and on? innocent people get killed, even today, for stupid and unreal rezone ? I watched this film early 70's.It is the best film I have ever watched And I will never forget it as long as I live. I hate wars. I hate wars. I hate wars. I wonder why we humans still let wars happen. Do you? Do you know why all these wars go on and on and on? innocent people get killed, even today, for stupid and unreal rezone ? I watched this film early 70's.It is the best film I have ever watched And I will never forget it as long as I live. I hate wars. I hate wars. I hate wars. I wonder why we humans still let wars happen. Do you? Do you know why all these wars go on and on and on? innocent people get killed, even today, for stupid and unreal rezone ?",1
"i have to admit thanks to this movie i'm now afraid of mannequins. hahaha.<br /><br />but yes, first off the acting in this movie at least by my standard is pretty swell. most of the actors are pretty decent in their roles. the script also seems to be pretty good too, sure some cheesy stuff in there but also some decently written character and some damn scary scenes. i STILL get shivers thinking about that one scene with the dude and the mannequins. brrr.<br /><br />yeah, I'll say you should check this movie out it's pretty good, and very entertaining. a good watch. 8/10",1
"with two old friends.<br /><br />I've always enjoyed both Lemmon's and Mathaeu's films, and of course their team efforts are always worth watching, and often hilarious.<br /><br />Although I didn't personally regard this film as in the hilarious category, it is certainly a competent and entertaining vehicle for fans of the two principle actors and of 60s style romantic comedy plots.<br /><br />Brent Spiner may actually steal the show in terms of laughs as the arrogant and tyrannical Cruise Director.<br /><br />Gloria DeHaven proves that senior ladies can remain enormously attractive.",1
"I have to say, Krasinski is the only reason I even watched this film. He is good. However, everything else about this film is so far below average that it's not worth the time and effort spent viewing this film.<br /><br />This film has loads of technical/aesthetic issues: namely, shot selections, framing, camera movements within monologue sequences, extremely bad editing (probably due to the total lack of fluidity in and between shots), and overall terrible acting (except for Krasinski).<br /><br />It was far too theatrical (in acting and presentation) to develop any sort of suspenseful moment in this film...which is surprising, because it's all about a bank robbery, which should be at least somewhat exciting.<br /><br />How does a film this bad get made, and then released, AND THEN distributed?<br /><br />Kind of reminds me of a C- film student's thesis project, probably not even that good though.",0
"This is one of my all time favourite movies, if ur not into cars then forget it!! This movie features 1 of Aussies greatest muscle cars, the XYGTHO. Yeah so the acting not the greatest - it was never made to win an oscar. The car action will keep you comin back for more and more. There is a cool collection of muscle cars from the 70's and an Awesome '57 Chev - with a real cool cat drivin it! Also there is a really cool song sung by Terry Serio the main actor. The acting is pretty funny when taken lightly, but the tyre smokin and drag racing is the main focus in this movie. Big fast cars with pleantly of steel(NO PLASTIC CARS), and some cool street dragging. I recommend it only to people that are into cars and not someone looking for great acting.",1
"Bled is a very apt title for this As you watch it you will feel your life being bled from you . The cliché in horrors is about people doing exactly what they shouldn't ( going down into the basement or going up into the attic) Then the trouble ensues Take heed then DON'T watch this film .Show the brains that victims in horror movies never do Stay clear Do not enter .And if you need anymore incentive This film? is as bad as the worst Uwe Boll film I mean ,The house of the dead bad. I have often thought about entering a review of a film on I.M.D.B. and ,after watching some based on the comments herein ,I discovered I guess everyone's entiled to his/her opinion. Please trust me on mine",0
"We open in a doctors room of some sort. A girl is escorted to a seat across from the doctor. He asks her questions. Silence follows. He continues to ask questions, ignoring the girls obvious traumatised atmosphere.<br /><br />The story is about two girls who are taken home, after spending some time in a mental home after an 'incident' that happened before hand. They are greeted on their arrival by their trying-way-too-hard-to-be-nice-but-so-totally-evil Stepmother, who the girls obviously hold resentment for. As time goes on at home, the evil Stepmother finds new ways to torment the girls. And, to top it all off, there is a vengeful ghost that is far from helping the girls' recovery...<br /><br />This film is amazing. It has twist, turns, and definitely leaves you a lot to think about without not making sense. The relationship between the two girls is so heartwarming, it almost makes you cry at some points (I know I had a teary moment of two, specifically 'the cupboard scene'). But what I love most about this film is the total feeling of dread all the way through to the rolling credits. The soundtrack is faultless, the furnishings in the house, and the use of colour are fantastic. A pure joy for the eyes. This is a definite must-see for all Asian Movie Fanatics. Or ANY sort of movie fan! An easy 10/10.",1
"The scientist Charles and his wife (or assistant) Marissa receive some objects and a skull from an ancient Indian cemetery, and while cleaning a vase, they are attacked and murdered by a mysterious being, the Skeleton Man. Then, a military squad commanded by Captain Leary (Michael Rooker) seeks out two groups of four soldiers each that vanished in the jungle. They face the Skeleton Man, shooting him while he kills each soldier. Then the Skeleton Man goes to a power plant, and Captain Leary explodes the facility destroying the supernatural being.<br /><br />I bought ""Skeleton Man"" on DVD expecting to see a funny trash, but I found an awfully boring, annoying and senseless crap, with shoots and explosions. The imbecile story is totally disconnected and does not make any sense, and the military team is composed of imbeciles, insisting in shooting the supernatural Skeleton Man until they are totally slaughtered. Their leader is also the most stupid, with the blow-up of an entire facility in the end to destroy the supernatural rip-off of the extraterrestrial warrior Predator. On DVD, it is possible to use the fast forward button along the movie and reduce the suffering of the viewer. My vote is two.<br /><br />Title (Brazil): ""Skeleton Man""",0
"But I can't say how I really feel about this pile of steaming dung. Where to begin. The film quality, there isn't any. I've seen clearer pictures on America's FUNNIEST HOME VIDEOS! The acting is substandard, the gore effects is okay. The clown mask is the best part of this movie, the story is repetitive. The same thing over and over again. At least in a Friday THE 13TH or HALLOWEEN we stick with one main character for the most part. There is no main characters, just victims. Man, now we come to the worst part of all. The final survivor kills the clown and finds out it was one of her friends. Then when the police finally arrive, they don't believe her and she is locked up in a rubber room. What kind of ending do you call that, crap, that's what. In my opinion, there is no excuse for a bad ending in a horror movie, that was just sloppy writing. The excuse, ""It has to ending badly, it's a horror movie."" or ""We need to end it badly to leave it open to a sequel"" are just lame excuses and that is all. I must give the CAMP BLOOD the THANKSGIVING TURKEY.",0
"The Polar Express. Director Robert Zemeckis, I love Back to the Future, Forrest Gump, Contact, and Who Framed Roger Rabbit (NO QUESTION MARK AFTER THAT MOVIE TITLE!!). And Tom Hanks, one of my favorite actors. The reviews of this movie were almost unanimous saying that this is an instant holiday classic. Ebert & Roeper give it two ENTHUSIASTIC thumbs up! Even Ebert's written review gave it a full four stars! Wow... OK... this I gotta see! But wait... the motion capture used looks really weird. Hmm... maybe I'm NOT so interested in seeing this anymore.<br /><br />""Well, you comin?"" says the train conductor to the boy in The Polar Express. The boy is reluctant at first, and the train begins on its course without him. The boy soon changes his mind and jumps aboard just in the nick of time. <br /><br />Now, most of you have probably decided to not jump aboard this train and wait for the TV Train or Rental Express (hee hee, I'm so witty and clever). I, on the other hand was like the boy who was skeptical at first, but jumped on to see what the fuss was all about. <br /><br />I just wasted $10 and two hours of my life. <br /><br />I can't even begin to explain the pain in my stomach. The Polar Express was so painful to sit through it's not even funny. There's no story. There's no pay off. You sit there through these series of events and you wonder ""is there any point to all this?"" It'd be one thing if the scenes were entertaining... but they're not.<br /><br />This movie is void of any emotion, any soul, any ounce of plausibility, and most of all: any fun. This movie is NOT FUN. <br /><br />And let's talk about the way these characters look for a second. Saying that it's the same technology (motion, I'm sorry, ""PERFORMANCE"" capture) used to make Gollum is a real shame because Gollum was Believable!!! Photo-realism just does not translate well in this medium. You're using animation, why not design the characters to be more expressive? Or why not just film it all with real actors? They certainly COULD have. We as people know all too well how we walk, talk, interact with things. Seeing it on the screen done unconvincingly is not impressive. Caricatures done convincingly is all the more believable, as The Incredibles has proved. The result of The Polar Express now is as if they took corpses of dead children and turned them into puppets. They're moving and talking, but where's the heart? Where's the soul? That's what we're seeing on the screen. UGH UGH UGH UGH UGH! This movie is so horrible! <br /><br />There's a scene early in the movie where the boy takes a girl's train ticket from her seat because she got up and left it. He wants to give it to her but you sit there going ""why??!"" Just leave it.. she's coming back! He of course loses the ticket and ""adventure"" ensues. And then there's a boy who's stuck in the back of the train all the time, and they bring him hot chocolate, but he can't come up and join the rest of the kids? And then there's this annoying ""know it all"" kid with the voice of a 35 year old. It's all so very disturbing. <br /><br />Oh and there's songs! One girl goes into the back of the train where the lonely kid is. He's singing a song to himself. And then she interrupts and joins in! They end the song as they're holding hands, looking into each others eyes as if they were lovers. Very awkward. I won't even go into details about the song about serving hot chocolate while waiters dance around the train. ""keep it hot keep it hot!"" The one scene where Tom Hanks slides on his knees with his arms stretched up in the air has to be one of the most memorably BAD scenes in the history of bad scenes. <br /><br />I have to stop now or I'll just kill myself. I need to watch something crappy to cleanse the palette. Yes... crappy is better than The Polar Express. <br /><br />""The one thing about trains, it doesn't matter where you're going, what matters is deciding to get on.""<br /><br />Don't get on this one. For the love of God, I have decided for you! This is just another film taken from a children's book stretched incredibly thin into movie form. It happened with the Grinch and The Cat in the Hat and those were horrible also. But who can blame them? I bet if I took the book, The Berenstein Bears' Too Much Junk Food, and turned that into a feature film, it'd probably be pretty dull also. But at least... there'd be a story and a point, which is what The Polar Express is so lacking of.",0
"Seven Ups has been compared to Bullitt for the chase scene, but does not come anywhere near matching Bullitt. Bullitt has a beginning that builds builds builds. When McQueen leaves the seedy hotel, gets into his Mustang, which is parked under the Embarcadero Freeway (now torn down) and notices the Charger sitting nearbye, you know you are about to see something spectacular. From that moment on, when McQueen starts that car, begins the best car chase sequence ever filmed. Adding to it is a terrific Lalo Schriffin If I remember correctly sound track. This goes on for a long time before you actually hear the first tires squealing. That shot of McQueen's Mustang suddenly appearing in Bill Hickman's rear view mirror is unmatched for visual impact. Hickman's look of surprise and double take really adds to the effect. Then of course, San Francisco is unmatched for the setting of cars racing up and down hills and around bends. Also, Bullitt being filmed in the 60s when cars were still ""Hot"" (Mustang GT and Dodge Charger) made for a better set of wheels then two boring, smog device laden Pontiacs in the 1970s Seven Ups. Bill Hickman was the driver of the bad guy car in both movies. I saw him sitting at an insider movie preview once on the Univeral lot when I was doing movie reviews for a paper. They gave it a good try in Seven Ups though with the chase scene. Seven ups had a few ""jumps"" over little hills, (Yawn) but of course they were not San Francisco hills. The Seven Ups chase, where they are actually going fast, is longer than the go fast sequence in Bullitt. But the scene of a single shotgun blast totally blowing the hood OFF of Roy Schieders Pontiac is the height of absurdity. Strictly Hollywood, I would say, except that it was filmed in New York.",1
"""Committed"", as in Heather Graham being COMMITTED to saving her husband/marriage, and then being COMMITTED to a psychiatric ward in failure to do so: what a clever, clever use of words.<br /><br />One of those meaningless wanna-be philosophical films in which narration is a series of oh-so wise observations that verge on poetry (90s chique club-poetry, better known as ""chit-chique poetry""). Oh, it's so je-ne-sais-quoi... Written/directed (or ""auteured"") by a woman (Lisa Krueger, whoever the hell you are), this is a pointless, lethargically directed road-movie full of New Age spiritualistic nonsense and characters that are meant to be interesting but are merely seen-before or just plain dull. The Latinos in this movie, as part of the poor urban minority, are typically glorified in all their mysticism-obsessed primitivism as a ""spiritually superior"" people, which is the ""highlight"" of this film's political correctness.<br /><br />The whole affair is lifeless, and ceases to be so only when occasional good cast members appear (Kay Place, Baker, Wilson). On the other hand we have Casey Affleck, who is one of the very best examples of why nepotism is on par with first-degree murder as a crime. I have rarely seen a more apathetic ""actor""; a skinny, ugly moron who goes through his lines in a sleepy manner, almost as if he were uttering them in a half-awake quasi-dream, plus that weak voice, one of the weakest male voices I've heard in my life. (He must have gone to the Tobey Maguire Lethargy School Of Acting.) To cast this idiot in ANYTHING speaks volumes about ANY movie, i.e. about ANY director or producer. Hence, Lisa Krueger is a talentless waste of space. We've also got that moron who had the lead role in the MST3K-spoofed ""Werewolf""; I think his name is Goran Vishnjic, but I'm not sure. Check out his ridiculous accent and the dumb speech.",0
"The only reason to see this film is Sung Hi Lee, the stunning model/actress from Korea who plays ""Muka Laka Miki"" (give me a break) in this otherwise crappy movie. <br /><br />She is given a fairly substantial part in this film and seems to handle it well, though none of the parts is really interesting or well written. Even for a National Lampoon's movie, it's really stupid. Stupid humor is one thing, but just stupid is another. I may have laughed once, and that was probably just me being polite.<br /><br />Warning: Watching this movie may be bad for your health on two counts: 1) It, like, totally sucks. 2) Sung Hi Lee is so freaking gorgeous she just might blow your brains out of the back of your head upon first sight.<br /><br />So don't say I didn't warn you...",0
"This documentary focuses on the happenings in Gothenburg 2001. In swedish media the demonstrators where pictured as criminals that stood for anarchy and violence. This movie shows that there not, actually they are intelligent, articulate people that has something to say - And says it by the force of bricks. They believe in a better world, a world where people can think and say what they want - without being aimed at. But are their beliefs of having the possibility of changing the society realistic? I think not.<br /><br />This documentary gives us enlightenment in the issues of greed, capitalism and the future it might bring. It is a great documentary that is not propaganda, because it is not shown as what they say is right. Everything it shows is what some individuals think and it is up to the viewer to decide if what they do and stand for is right or wrong.<br /><br />I have heard many people that labels this a propaganda and therefor chooses not to view it, I think they are making a bad decision because even if you sympathize with the police or the demonstrators belief, all you get is more facts to rely on, for example the kid that got shoot says that he thinks that it is good to throw a brick through a McDonalds window because it is the step between thinking and acting as you think.<br /><br />Overall this movie freaked me out because you cannot really dismiss the facts that the few policemen, that fought violence with violence, did not get convicted or even detained in custody even however the proof of them throwing bricks at the demonstration march (and in some cases beating people with truncheon, even though they are lying on the street without making resistance) where as good as it gets.<br /><br />Rating: 8/10 - Very good, but not best!",1
"I shall begin with a disclaimer: This movie is NOT recommended for anyone who lack interest or have never played FF7 the game before watching. The movie relies on the audience's knowledge of each character in the game to convey story plot elements. And it does so very subtly. Do your homework before watching this wonderful piece of CG film and I promise it'll be that much better.<br /><br />With that in mind, this film has some of the most spectacular CG sequences I have ever witnessed. The whole experience felt like an extra long FMV sequence from the game, on steroids. Yeah. The attention to detail in each scene, especially in the heavy action oriented ones, is so impeccable it left me with a sense of awe.<br /><br />I believe the soundtrack is simplified so as to help the audience focus on the animation quality more than the music. Again, for those who are familiar with the FF7 story and background, the music should not surprise anyone (although the timing and placement of each soundtrack from the original accompany each scene and mood to the point where the music simply enhances the animation).<br /><br />Once again, I myself having only played through FF7 once, thoroughly enjoyed this piece of art from Square Enix. And that is the feel in most scenes, choreographed and organized. Like a dance.<br /><br />In short, if you enjoyed the music or the game Final Fantasy 7, this film will blow you out of the water. If you're in the unfortunate majority who has not experienced the goodness known as FF7 on Playstation or PC, doing so before watching the movie will allow for an exponentially greater experience.<br /><br />Finally, I just want to make a note of the quality in animating this film. Characters move with fluidity. Each scene background comes to life and tells its own story. For those who criticize the thinness and dependency of the story plot, I urge you to reexamine the animation. Facial reactions, subtle clues that bring about another level of entertainment above the typical narration method of story plot delivery.<br /><br />Square Enix and the great Tetsuya Nomura has set a new bar for quality animation and storytelling. Advent Children has ushered in a new era for CG animations, allowing the subtleties that lie in each character to speak volumes in and of themselves.<br /><br />Thanks Square Enix. The wait was well worth it.",1
"Back in the 70's, a small-time Texas filmmaker named S.F. Brownrigg directed a handful of surprisingly decent low-budget drive-in horror flicks which seem to have developed a small cult following over the years. Before viewing his first film, Don't Look In The Basement, I wasn't too sure what to expect, but I sure as hell didn't expect it to turn out to be the only Texas horror I thought was better than the Chainsaw Massacre. I don't know, this might actually be my all-time favorite horror movie.<br /><br />We begin in an isolated insane asylum. At first, it seems like a rather laid-back place to get mentally healthy, considering all the patients are allowed to roam around freely and whatnot, as if it were their house (I guess it is). none of them seem all that dangerous, only delusional. The residents include a love-nympho, a 700 year old woman, a man-child, a spaz, a guy who thinks he's in a war, a woman who thinks she has a baby, and a guy who thinks he's a judge. One day, out of nowhere, Judge kills the doctor with an axe, shortly thereafter, the wanna-be baby mama kills the nurse. Ten minutes into the movie, and things are looking really ugly. Perhaps the new nurse will know what to do, then again, perhaps not. Giving away more would do more harm than good. It's best to plunge head first into this one, knowing as little as possible. If you can appreciate honest-to-God, untampered with horror, then you will not be disappointed. <br /><br />If you liked Scream, if you liked Wrong Turn, if you go for that unoriginal, over-produced, over-scored digital Hollywood garbage, then chances are high you just wont see the beauty in this one. Don't Look In The Basement, being a first attempt makes the quality all the more shocking. The atmosphere and the graininess fit into the location and the score like a glove. Unfortunately, good ol' S.F. used up most of his good ideas on his first movie, although, the next entry in his Texas-sized quadrilogy, is somewhat of a masterpiece, that is, if you're into extra sleazy, mean-spirited, Hixploitation like someone I know. If you fall in love with Brownrigg's first two, and absolutely must find out what else he had to offer, check out Don't Open The Door, and The House Where Hell Froze Over. Don't Look in The Basement has everything that successful horror needs, no stars, no budget, no digital effects, just an original story brought to life in an insane asylum, with a dozen cast members, and a somber, subtle score, and of course, the twist. This is real horror for the real horror fan. 10/10",1
"I would not recommend it whatsoever. It was like getting stuck in the middle row of a theater, so I couldn't leave, and watching a part porn movie (except they didn't take their clothes off - it was the body language and definitely the language). I have to say I was embarrassed. Filming was very low budget, no good dialogue. Yuck. Actors stunk except The two best characters who got killed off (?) and they were David Carradine and Dennis Hopper. It did smack of Kill Bill and that old movie with the two guys who ride the dessert on their chopppers. You know what I mean. blablabla. The filming was grainy and just a very low quality. There was nobody in that theater that liked this movie, and the people around me were younger and tattooed.",0
"This movie tries its darndest to capture that classic bad canadian movie feel:<br /><br />""quirky"" and obnoxious characters (a few); ""quirky"" town with ""quirky"" folk; a ""quirky"" coffee shop or restaurant (coffee shop here); lots of shots of canadian stuff for postcards (ocean stuff here); lots of mention of ""gotta get out of this town""; downright booooring.<br /><br />And it succeeds on all counts.<br /><br />Something to note, though. I couldn't figure out whether this movie was just trying to be post-Northern Exposure ""quirky"" comedy or something surreal like a drug-induced or psychotic hallucination. The editing of this movie jumped around nonsensically from one unrelated thing to another with zero pacing or motivation. Not to mention the fact that half the time we didn't even know where we were jumping. Take for instance, the very opening shots, of yelling teens in a car. Who are they and what the h--- did they have to do with anything? And this sub - uh - plot (use that word plot loosely) concering kids that seem to span generations. I don't think they actually do, but the editing makes it look like they materialize from flashback, all of a sudden, to current time. Huh? What did I miss?<br /><br />Avoid. Unless for laughs. Or you want to try and trip out on the inept editing.",0
